Order_ID,Date,Time_order,Time_checkout,Amount_price,Reservation_ID,Customer_ID,Table_ID
4066,2024-12-25,22:30:00,23:54:00,68.32,16.0,KE6665,T13
4067,2025-05-03,11:00:00,12:10:00,447.25,3.0,AA6083,T27
4068,2024-12-18,22:00:00,23:01:00,341.54,8.0,AA2358,T27
4069,2025-04-03,12:00:00,12:31:00,196.67,,,T10
4070,2025-03-22,11:00:00,12:04:00,6.49,,,T3
4071,2025-04-04,12:00:00,12:45:00,201.85,29.0,TG6898,T23
4072,2025-04-08,15:30:00,16:20:00,47.77,,AA6867,T14
4073,2025-05-12,21:30:00,22:01:00,129.83,6.0,LA3959,T11
4074,2025-05-26,16:30:00,17:00:00,235.2,58.0,AM7742,T23
4075,2025-02-20,20:30:00,21:28:00,207.59,,,T17
4076,2024-12-23,19:00:00,20:28:00,120.63,82.0,QR4584,T30
4077,2025-03-02,12:30:00,14:09:00,300.79,10.0,TG4764,T12
4078,2025-05-30,22:00:00,23:34:00,72.56,,,T10
4079,2025-05-16,14:30:00,16:09:00,135.9,16.0,KE6665,T15
4080,2024-12-13,14:30:00,15:10:00,161.99,30.0,KL6936,T10
4081,2025-02-22,18:30:00,19:41:00,161.04,31.0,AF4268,T29
4082,2024-12-15,19:00:00,20:01:00,158.91,92.0,KL6524,T16
4083,2025-02-18,12:00:00,13:27:00,248.33,7.0,NH5222,T19
4084,2025-01-11,17:00:00,18:50:00,243.0,,,T31
4085,2025-02-08,20:00:00,21:51:00,160.91,74.0,NZ5365,T19
4086,2025-02-28,12:30:00,13:17:00,363.7,100.0,TG7094,T18
4087,2025-04-28,14:30:00,15:57:00,138.91,,NH8896,T13
4088,2025-04-02,19:30:00,21:13:00,139.41,80.0,KL7528,T14
4089,2025-02-23,12:30:00,13:37:00,272.56,8.0,AA2358,T27
4090,2025-01-25,22:30:00,23:38:00,85.47,93.0,EK2255,T4
4091,2025-01-06,19:00:00,19:34:00,84.62,81.0,AA9509,T11
4092,2025-02-21,22:00:00,00:00:00,385.46,55.0,SK7967,T29
4093,2025-05-31,17:00:00,17:57:00,114.19,,,T16
4094,2025-03-26,21:30:00,22:34:00,2.54,,,T3
4095,2025-04-05,19:30:00,20:29:00,245.4,,,T31
4096,2025-05-09,14:00:00,15:39:00,238.64,67.0,EK3787,T21
4097,2025-01-23,22:00:00,22:31:00,234.24,7.0,NH5222,T20
4098,2025-05-13,11:30:00,13:03:00,112.83,33.0,QR5977,T12
4099,2025-03-01,14:00:00,15:12:00,131.24,,,T21
4100,2025-01-12,12:30:00,14:22:00,511.09,15.0,BA1583,T30
4101,2025-01-21,11:00:00,11:51:00,69.72,,NZ4614,T13
4102,2025-02-06,17:00:00,18:19:00,172.2,1.0,IB8996,T31
4103,2025-05-30,13:30:00,15:23:00,69.94,21.0,SQ2917,T15
4104,2025-01-12,20:30:00,22:03:00,120.94,10.0,TG4764,T10
4105,2025-04-28,21:30:00,23:27:00,147.17,18.0,DL5835,T14
4106,2025-05-24,18:30:00,20:12:00,100.99,48.0,IB7458,T13
4107,2025-03-19,18:30:00,19:44:00,343.31,44.0,AM2109,T18
4108,2025-02-05,20:30:00,21:39:00,101.61,6.0,LA3959,T13
4109,2025-03-22,15:00:00,15:43:00,145.83,,,T16
4110,2024-12-07,22:00:00,22:58:00,50.55,,WN7777,T9
4111,2024-12-27,11:30:00,12:47:00,158.3,27.0,AI6847,T25
4112,2025-05-29,13:00:00,14:26:00,341.8,89.0,IB8118,T27
4113,2024-12-09,18:30:00,19:15:00,81.0,6.0,LA3959,T16
4114,2025-03-28,12:30:00,13:13:00,237.57,66.0,AC7816,T21
4115,2025-03-25,16:30:00,18:30:00,125.96,90.0,SK3956,T28
4116,2025-02-12,23:00:00,23:48:00,176.18,80.0,KL7528,T16
4117,2025-03-20,14:30:00,15:42:00,51.2,,,T11
4118,2025-04-25,12:30:00,13:09:00,180.64,47.0,AV2754,T21
4119,2025-02-27,19:00:00,19:37:00,167.92,,,T31
4120,2025-04-04,15:00:00,16:05:00,312.53,98.0,AA9509,T27
4121,2025-05-21,22:00:00,23:03:00,280.74,46.0,BA2226,T24
4122,2025-03-10,21:30:00,22:33:00,53.47,12.0,SA8416,T17
4123,2025-05-19,14:00:00,15:21:00,104.45,,EK8568,T5
4124,2025-01-10,17:30:00,19:29:00,110.15,7.0,NH5222,T19
4125,2025-04-08,18:30:00,19:54:00,351.86,82.0,QR4584,T31
4126,2025-05-01,14:30:00,16:08:00,65.55,,LH1606,T29
4127,2025-04-30,20:00:00,21:02:00,313.87,24.0,TG5589,T21
4128,2024-12-17,18:00:00,19:11:00,361.21,97.0,AA3291,T29
4129,2025-01-29,22:30:00,23:08:00,290.18,,,T25
4130,2025-05-30,14:30:00,15:14:00,460.64,62.0,AM8076,T26
4131,2025-01-12,16:30:00,18:23:00,167.49,40.0,DL4188,T31
4132,2024-12-11,16:30:00,17:47:00,307.94,41.0,AC5771,T20
4133,2025-05-10,17:00:00,17:42:00,107.93,84.0,AC9073,T3
4134,2025-03-09,18:30:00,20:25:00,91.72,93.0,EK2255,T4
4135,2025-04-24,13:30:00,14:52:00,294.68,98.0,AA9509,T28
4136,2025-04-07,17:00:00,18:21:00,277.5,64.0,UA1158,T25
4137,2024-12-17,13:00:00,14:44:00,224.3,51.0,DL9163,T26
4138,2025-02-04,22:00:00,23:17:00,90.35,78.0,DL9163,T21
4139,2025-04-09,22:30:00,23:41:00,28.02,,,T25
4140,2025-01-21,15:30:00,16:01:00,277.12,,KE9893,T27
4141,2025-04-06,20:00:00,20:58:00,212.74,,,T25
4142,2025-05-14,11:00:00,12:30:00,354.07,82.0,QR4584,T28
4143,2025-02-20,11:00:00,12:59:00,27.9,,QF4544,T14
4144,2025-04-26,18:00:00,19:22:00,100.07,60.0,IB5133,T25
4145,2025-03-26,17:30:00,19:28:00,38.13,,QF9924,T12
4146,2025-01-19,23:30:00,00:43:00,259.45,97.0,AA3291,T31
4147,2024-12-13,11:00:00,11:46:00,129.09,40.0,DL4188,T28
4148,2024-12-14,11:30:00,13:15:00,333.58,,NZ8627,T27
4149,2025-01-01,20:30:00,21:39:00,276.13,91.0,SQ2999,T25
4150,2025-05-28,14:00:00,14:45:00,99.02,18.0,DL5835,T10
4151,2025-01-12,11:30:00,12:34:00,193.63,,EK3787,T27
4152,2025-04-19,16:30:00,18:17:00,144.5,28.0,AM2109,T13
4153,2025-02-26,15:00:00,16:00:00,291.62,27.0,AI6847,T19
4154,2024-12-11,21:30:00,22:08:00,78.56,,BA3445,T21
4155,2025-01-03,12:30:00,13:48:00,214.11,19.0,WN7777,T27
4156,2025-03-27,17:30:00,19:08:00,194.9,74.0,NZ5365,T22
4157,2025-02-23,18:30:00,19:29:00,300.47,32.0,AA7149,T21
4158,2025-03-11,17:30:00,18:59:00,108.12,,KE9893,T25
4159,2025-01-02,20:30:00,22:09:00,275.57,8.0,AA2358,T29
4160,2025-01-14,11:30:00,12:49:00,153.46,,LH6321,T12
4161,2024-12-14,11:30:00,13:05:00,27.3,,,T23
4162,2025-01-19,21:00:00,22:55:00,73.98,32.0,AA7149,T18
4163,2025-04-08,17:30:00,18:05:00,512.36,8.0,AA2358,T28
4164,2025-01-25,12:00:00,12:50:00,109.36,,NZ1569,T31
4165,2025-05-18,23:00:00,00:07:00,55.5,75.0,UA6565,T13
4166,2025-03-21,13:30:00,15:23:00,209.65,38.0,NZ4614,T10
4167,2025-04-25,18:00:00,18:50:00,199.98,18.0,DL5835,T11
4168,2025-03-25,21:30:00,22:33:00,164.75,100.0,TG7094,T21
4169,2025-05-23,18:00:00,19:57:00,98.95,19.0,WN7777,T31
4170,2025-05-04,23:00:00,01:00:00,138.76,55.0,SK7967,T27
4171,2025-05-23,14:30:00,15:31:00,202.29,94.0,EK2258,T26
4172,2025-04-15,12:00:00,12:41:00,405.83,19.0,WN7777,T30
4173,2025-02-07,13:00:00,14:29:00,118.76,76.0,NH8896,T22
4174,2025-04-03,18:30:00,19:45:00,93.45,28.0,AM2109,T11
4175,2025-04-01,15:30:00,16:32:00,194.9,32.0,AA7149,T18
4176,2025-01-07,18:30:00,20:25:00,39.43,54.0,LH1606,T14
4177,2025-03-25,12:30:00,13:40:00,125.46,,KE2015,T30
4178,2025-05-14,22:30:00,00:02:00,266.89,97.0,AA3291,T27
4179,2025-01-20,11:00:00,11:40:00,118.1,86.0,AV3764,T21
4180,2025-05-29,20:30:00,21:33:00,127.88,61.0,SK2434,T27
4181,2025-01-07,15:30:00,16:42:00,271.28,62.0,AM8076,T27
4182,2025-04-06,20:30:00,21:54:00,280.62,59.0,SQ6672,T22
4183,2025-03-30,20:30:00,21:17:00,253.79,,KL6936,T22
4184,2025-04-24,23:00:00,23:31:00,343.44,82.0,QR4584,T31
4185,2025-05-22,23:00:00,00:36:00,282.37,73.0,UA6588,T19
4186,2025-04-16,22:30:00,23:42:00,273.53,62.0,AM8076,T30
4187,2025-05-06,14:30:00,15:43:00,39.59,96.0,SQ9484,T9
4188,2025-03-29,22:30:00,23:41:00,172.77,13.0,KE7499,T20
4189,2025-05-27,20:30:00,21:32:00,317.65,1.0,IB8996,T27
4190,2025-01-26,19:00:00,20:47:00,157.68,58.0,AM7742,T23
4191,2025-02-10,15:30:00,16:32:00,219.02,32.0,AA7149,T19
4192,2025-01-09,15:00:00,16:08:00,89.03,,UA5839,T12
4193,2025-05-31,12:00:00,12:53:00,310.96,62.0,AM8076,T30
4194,2025-05-29,22:00:00,22:33:00,214.39,98.0,AA9509,T31
4195,2025-01-17,17:30:00,18:11:00,76.78,,BA2226,T30
4196,2025-04-05,22:00:00,22:50:00,54.18,6.0,LA3959,T8
4197,2025-03-24,15:30:00,17:16:00,119.59,68.0,ET1450,T9
4198,2025-05-03,11:00:00,12:20:00,68.67,,AI9507,T16
4199,2025-03-16,14:30:00,15:27:00,189.33,16.0,KE6665,T12
4200,2024-12-01,15:00:00,16:53:00,151.52,83.0,NZ6489,T13
4201,2025-01-15,13:30:00,14:00:00,170.67,13.0,KE7499,T23
4202,2024-12-12,11:30:00,13:30:00,255.03,8.0,AA2358,T28
4203,2025-04-20,17:00:00,18:44:00,240.0,3.0,AA6083,T29
4204,2025-03-16,16:30:00,17:08:00,204.28,,,T15
4205,2025-02-14,20:00:00,20:52:00,258.53,72.0,AI1298,T22
4206,2025-03-11,21:00:00,21:53:00,298.72,78.0,DL9163,T24
4207,2025-04-16,11:30:00,12:13:00,91.42,11.0,QF9924,T10
4208,2025-05-14,12:00:00,13:10:00,170.69,51.0,DL9163,T29
4209,2025-05-05,14:00:00,15:14:00,234.28,,,T20
4210,2025-01-15,22:30:00,23:58:00,282.98,,,T24
4211,2025-05-29,16:00:00,17:15:00,322.92,,SQ2999,T27
4212,2025-04-01,21:00:00,22:48:00,94.88,38.0,NZ4614,T10
4213,2025-03-16,18:00:00,18:38:00,203.09,,SQ5766,T19
4214,2025-05-28,13:30:00,14:42:00,109.51,65.0,AF9744,T17
4215,2025-03-16,12:30:00,14:21:00,197.81,,IB8996,T20
4216,2025-03-20,21:30:00,22:09:00,115.35,,,T20
4217,2025-05-02,14:00:00,14:39:00,179.53,37.0,SQ5766,T13
4218,2025-04-09,15:30:00,16:21:00,87.3,,,T27
4219,2025-05-22,12:00:00,13:52:00,116.89,,,T11
4220,2025-03-21,21:30:00,22:03:00,155.01,10.0,TG4764,T15
4221,2025-02-08,13:00:00,13:57:00,36.81,,,T19
4222,2025-05-01,16:00:00,17:16:00,120.36,,AA9509,T3
4223,2025-01-03,11:00:00,11:43:00,75.59,,UA6588,T21
4224,2025-03-11,20:30:00,21:09:00,32.96,,BA8849,T25
4225,2025-01-18,21:00:00,22:11:00,199.35,62.0,AM8076,T29
4226,2025-05-03,18:00:00,19:20:00,215.64,11.0,QF9924,T16
4227,2025-02-06,23:00:00,00:39:00,276.82,,AZ1593,T30
4228,2025-04-14,11:30:00,13:29:00,182.75,30.0,KL6936,T15
4229,2025-03-25,16:30:00,17:21:00,184.7,69.0,QF3279,T20
4230,2025-01-20,22:00:00,23:51:00,166.64,31.0,AF4268,T27
4231,2024-12-29,21:30:00,22:57:00,335.55,49.0,KE2015,T30
4232,2024-12-27,18:30:00,20:24:00,169.44,48.0,IB7458,T9
4233,2025-02-20,12:00:00,13:46:00,188.53,27.0,AI6847,T24
4234,2025-03-14,13:00:00,14:13:00,174.31,39.0,SA3890,T28
4235,2025-03-07,18:30:00,20:10:00,39.2,26.0,NZ9915,T7
4236,2025-03-02,14:30:00,15:06:00,129.54,,AA7149,T25
4237,2025-01-24,17:00:00,17:45:00,159.33,79.0,QR5279,T13
4238,2025-01-14,14:30:00,16:25:00,25.22,,,T21
4239,2025-02-19,17:00:00,17:45:00,81.26,95.0,QR8922,T25
4240,2025-03-26,17:00:00,18:28:00,86.71,,,T14
4241,2025-03-29,17:30:00,19:08:00,118.19,,,T24
4242,2025-01-07,19:30:00,20:20:00,53.04,50.0,KE9893,T10
4243,2025-02-22,11:30:00,12:39:00,170.18,27.0,AI6847,T20
4244,2025-02-25,17:00:00,18:48:00,176.36,16.0,KE6665,T17
4245,2025-02-16,21:00:00,21:39:00,136.99,10.0,TG4764,T14
4246,2025-03-13,19:30:00,21:20:00,177.48,62.0,AM8076,T28
4247,2025-04-10,13:00:00,14:18:00,61.44,,,T27
4248,2025-02-06,17:30:00,18:53:00,72.03,,,T16
4249,2025-01-23,18:30:00,19:08:00,136.82,64.0,UA1158,T18
4250,2025-05-09,12:00:00,13:53:00,272.74,76.0,NH8896,T21
4251,2025-05-20,19:00:00,19:53:00,145.75,84.0,AC9073,T5
4252,2024-12-04,12:00:00,12:50:00,321.65,20.0,BA8849,T21
4253,2025-04-08,12:30:00,13:02:00,189.97,20.0,BA8849,T20
4254,2024-12-27,23:00:00,00:58:00,133.37,18.0,DL5835,T11
4255,2025-03-07,16:30:00,18:01:00,217.03,27.0,AI6847,T19
4256,2025-05-31,17:00:00,17:44:00,71.26,76.0,NH8896,T25
4257,2025-05-17,21:00:00,22:26:00,335.68,41.0,AC5771,T19
4258,2025-05-13,23:30:00,00:18:00,76.84,,,T2
4259,2025-05-27,17:00:00,17:58:00,101.98,35.0,AA9509,T8
4260,2024-12-02,22:00:00,23:54:00,83.65,,,T10
4261,2025-01-18,15:00:00,15:44:00,243.8,29.0,TG6898,T18
4262,2025-02-13,12:30:00,13:31:00,307.7,,AC7816,T23
4263,2025-01-31,18:00:00,18:51:00,263.73,41.0,AC5771,T23
4264,2025-01-03,17:30:00,18:33:00,119.76,14.0,EK7825,T7
4265,2025-04-23,13:30:00,14:01:00,177.18,,NH8896,T31
4266,2024-12-07,21:30:00,22:56:00,82.7,,BA3445,T18
4267,2025-05-31,16:30:00,18:01:00,153.25,51.0,DL9163,T26
4268,2025-01-08,23:00:00,00:08:00,215.72,29.0,TG6898,T24
4269,2025-02-18,22:30:00,23:03:00,135.65,,AI9507,T31
4270,2024-12-02,22:30:00,23:46:00,50.44,43.0,SQ9336,T1
4271,2025-04-21,21:00:00,22:55:00,113.87,59.0,SQ6672,T24
4272,2025-04-25,23:30:00,00:57:00,145.79,63.0,BA3445,T23
4273,2025-03-13,14:00:00,15:02:00,178.78,73.0,UA6588,T20
4274,2024-12-30,21:30:00,23:01:00,116.07,62.0,AM8076,T26
4275,2025-04-18,15:30:00,16:44:00,100.07,7.0,NH5222,T18
4276,2025-03-22,14:00:00,14:48:00,40.38,,,T22
4277,2025-01-19,21:30:00,22:58:00,40.12,,,T17
4278,2024-12-17,17:00:00,17:37:00,131.1,17.0,NZ1569,T20
4279,2024-12-17,20:00:00,20:45:00,102.51,38.0,NZ4614,T16
4280,2025-05-22,12:30:00,14:25:00,207.01,21.0,SQ2917,T15
4281,2024-12-03,13:00:00,13:34:00,8.4,,,T28
4282,2025-03-25,20:00:00,20:36:00,143.17,,ET1450,T23
4283,2025-03-11,11:30:00,12:43:00,209.36,,,T28
4284,2025-01-26,21:00:00,21:32:00,164.71,,,T17
4285,2025-01-06,22:00:00,23:07:00,345.46,63.0,BA3445,T21
4286,2024-12-07,12:00:00,14:00:00,123.78,84.0,AC9073,T7
4287,2025-01-24,23:30:00,01:15:00,138.0,,,T29
4288,2025-03-23,14:30:00,15:33:00,362.77,89.0,IB8118,T26
4289,2025-02-15,12:30:00,14:27:00,210.14,99.0,QF9924,T26
4290,2025-05-22,18:30:00,19:26:00,75.78,,QF4544,T13
4291,2025-04-14,15:30:00,16:47:00,223.92,13.0,KE7499,T22
4292,2025-04-24,13:00:00,14:23:00,158.79,,,T24
4293,2024-12-30,14:30:00,15:21:00,56.37,,,T10
4294,2025-02-21,17:00:00,17:31:00,124.92,,,T15
4295,2025-05-24,14:00:00,14:39:00,178.95,54.0,LH1606,T13
4296,2025-04-09,23:00:00,01:00:00,220.23,46.0,BA2226,T22
4297,2025-01-27,18:00:00,19:59:00,144.02,76.0,NH8896,T20
4298,2025-04-06,13:00:00,13:55:00,151.47,31.0,AF4268,T28
4299,2025-02-17,13:00:00,14:02:00,115.87,9.0,EK8568,T2
4300,2025-02-05,19:30:00,20:26:00,454.1,41.0,AC5771,T19
4301,2025-05-06,23:00:00,23:56:00,99.57,9.0,EK8568,T2
4302,2024-12-28,18:00:00,19:07:00,385.27,,AM4035,T27
4303,2025-02-22,16:30:00,17:28:00,387.43,52.0,AI9507,T26
4304,2025-05-13,19:30:00,20:49:00,170.46,25.0,LH6321,T14
4305,2025-03-16,21:00:00,22:29:00,68.93,66.0,AC7816,T21
4306,2025-04-20,11:00:00,12:00:00,95.02,68.0,ET1450,T16
4307,2025-02-06,18:00:00,19:30:00,71.93,69.0,QF3279,T21
4308,2025-01-27,21:30:00,22:06:00,148.06,,,T21
4309,2025-01-15,13:30:00,15:21:00,247.06,8.0,AA2358,T28
4310,2024-12-02,15:30:00,16:21:00,201.12,82.0,QR4584,T27
4311,2024-12-15,19:30:00,20:49:00,394.97,52.0,AI9507,T28
4312,2025-03-15,12:30:00,14:16:00,26.11,84.0,AC9073,T2
4313,2025-02-02,21:30:00,22:25:00,75.36,12.0,SA8416,T8
4314,2025-03-07,17:30:00,19:24:00,240.27,,,T22
4315,2025-04-30,15:30:00,16:39:00,389.68,31.0,AF4268,T27
4316,2025-05-26,20:00:00,21:45:00,166.66,,LH6321,T25
4317,2025-01-30,17:30:00,18:40:00,226.21,,,T16
4318,2025-03-18,17:30:00,18:58:00,141.23,91.0,SQ2999,T18
4319,2025-05-30,18:30:00,19:06:00,263.17,89.0,IB8118,T31
4320,2025-04-19,16:00:00,16:58:00,43.15,,,T24
4321,2025-04-15,12:30:00,13:20:00,216.17,86.0,AV3764,T24
4322,2025-04-16,13:00:00,14:02:00,84.95,67.0,EK3787,T19
4323,2025-03-02,13:30:00,14:09:00,35.97,,,T11
4324,2025-04-19,14:00:00,14:33:00,417.36,8.0,AA2358,T29
4325,2025-05-28,12:30:00,14:29:00,215.31,,,T28
4326,2025-05-15,13:00:00,13:58:00,166.28,12.0,SA8416,T13
4327,2024-12-10,14:00:00,15:47:00,96.16,6.0,LA3959,T11
4328,2025-05-19,13:00:00,14:40:00,77.0,,,T31
4329,2024-12-25,22:00:00,22:52:00,87.34,43.0,SQ9336,T2
4330,2025-03-14,21:00:00,22:18:00,136.73,66.0,AC7816,T25
4331,2025-03-14,19:00:00,20:25:00,125.89,74.0,NZ5365,T19
4332,2024-12-03,13:30:00,14:50:00,77.96,,EK8568,T29
4333,2025-01-07,15:00:00,16:45:00,207.03,,,T31
4334,2025-02-08,20:30:00,21:33:00,143.7,46.0,BA2226,T23
4335,2025-02-03,20:30:00,21:03:00,142.87,,,T23
4336,2025-01-28,20:00:00,20:30:00,161.92,86.0,AV3764,T18
4337,2024-12-27,18:00:00,18:53:00,88.23,65.0,AF9744,T15
4338,2025-04-14,20:00:00,20:44:00,229.51,,KE7499,T31
4339,2025-03-09,11:00:00,12:48:00,350.11,90.0,SK3956,T28
4340,2025-01-17,20:00:00,21:35:00,306.6,92.0,KL6524,T10
4341,2025-01-21,13:30:00,14:31:00,89.27,33.0,QR5977,T15
4342,2025-03-01,18:00:00,19:39:00,46.94,,AA9509,T13
4343,2025-05-26,19:30:00,21:01:00,316.59,85.0,UA5839,T20
4344,2025-01-19,18:00:00,19:22:00,262.15,32.0,AA7149,T24
4345,2025-05-13,23:00:00,00:59:00,76.89,,DL9163,T16
4346,2025-03-12,18:30:00,19:29:00,175.5,,KL7528,T11
4347,2025-01-04,20:30:00,22:03:00,189.43,36.0,UA6219,T20
4348,2025-02-21,11:00:00,12:23:00,330.32,77.0,TG7834,T29
4349,2025-01-26,23:30:00,00:48:00,155.44,,AA5870,T30
4350,2025-04-06,17:00:00,17:36:00,113.72,6.0,LA3959,T15
4351,2025-02-12,16:00:00,16:52:00,50.8,63.0,BA3445,T25
4352,2025-03-31,15:30:00,17:12:00,290.58,66.0,AC7816,T23
4353,2024-12-17,18:00:00,19:56:00,108.47,60.0,IB5133,T22
4354,2025-03-12,15:00:00,15:55:00,270.42,,,T15
4355,2024-12-05,12:00:00,13:28:00,196.34,92.0,KL6524,T14
4356,2025-03-14,12:30:00,13:08:00,127.2,95.0,QR8922,T20
4357,2025-03-23,18:00:00,18:36:00,260.49,56.0,WN5788,T19
4358,2025-03-24,12:00:00,12:40:00,165.06,,,T18
4359,2025-04-01,11:00:00,12:23:00,97.74,70.0,AM4035,T14
4360,2025-05-12,19:30:00,20:15:00,227.36,20.0,BA8849,T25
4361,2025-05-17,11:30:00,13:03:00,10.9,,AA2358,T26
4362,2025-04-07,20:30:00,22:15:00,187.6,36.0,UA6219,T25
4363,2025-01-02,18:30:00,19:08:00,168.22,27.0,AI6847,T19
4364,2025-01-20,15:00:00,16:20:00,117.21,9.0,EK8568,T5
4365,2025-04-16,22:30:00,23:34:00,272.75,77.0,TG7834,T27
4366,2025-05-21,23:00:00,00:54:00,164.45,91.0,SQ2999,T20
4367,2025-01-10,16:00:00,17:35:00,177.9,,,T24
4368,2024-12-31,22:30:00,23:47:00,86.12,54.0,LH1606,T8
4369,2025-02-20,20:30:00,21:30:00,201.47,33.0,QR5977,T11
4370,2025-03-27,20:30:00,21:45:00,430.2,82.0,QR4584,T26
4371,2025-05-04,20:30:00,21:02:00,107.64,58.0,AM7742,T22
4372,2024-12-07,13:30:00,15:03:00,502.85,51.0,DL9163,T26
4373,2025-04-30,17:00:00,17:55:00,265.39,86.0,AV3764,T18
4374,2025-05-13,12:30:00,13:08:00,174.65,64.0,UA1158,T20
4375,2025-03-28,14:00:00,15:04:00,133.32,34.0,SA8759,T10
4376,2024-12-21,20:30:00,21:42:00,129.46,34.0,SA8759,T17
4377,2025-04-04,12:00:00,14:00:00,113.09,100.0,TG7094,T21
4378,2024-12-17,11:30:00,12:03:00,109.5,54.0,LH1606,T12
4379,2024-12-30,23:30:00,00:27:00,401.47,22.0,IB4367,T27
4380,2025-01-04,21:00:00,22:06:00,199.4,57.0,NZ4633,T22
4381,2024-12-22,22:00:00,23:37:00,35.13,,WN7777,T28
4382,2025-05-13,21:30:00,23:27:00,505.61,15.0,BA1583,T26
4383,2024-12-26,13:00:00,14:14:00,72.06,11.0,QF9924,T17
4384,2024-12-10,19:00:00,20:17:00,248.31,,TG7094,T21
4385,2025-02-16,12:30:00,13:55:00,198.16,100.0,TG7094,T24
4386,2025-04-29,11:30:00,12:13:00,241.7,79.0,QR5279,T12
4387,2025-05-05,19:00:00,19:37:00,112.61,21.0,SQ2917,T14
4388,2025-03-25,11:00:00,12:01:00,77.98,75.0,UA6565,T8
4389,2025-03-15,17:30:00,18:54:00,138.82,,,T8
4390,2025-05-17,14:00:00,15:11:00,67.3,,NZ8627,T2
4391,2025-05-04,23:00:00,00:16:00,206.7,91.0,SQ2999,T18
4392,2025-02-01,23:30:00,00:07:00,132.93,2.0,KE8581,T24
4393,2024-12-31,14:00:00,15:16:00,64.59,48.0,IB7458,T14
4394,2025-04-13,22:00:00,22:57:00,310.96,40.0,DL4188,T30
4395,2025-05-02,15:30:00,17:27:00,214.42,62.0,AM8076,T30
4396,2025-02-28,16:00:00,17:27:00,417.41,41.0,AC5771,T20
4397,2025-01-02,23:30:00,00:38:00,216.8,67.0,EK3787,T23
4398,2025-03-31,22:00:00,23:13:00,142.92,,TG5589,T21
4399,2025-04-05,14:30:00,15:03:00,306.8,45.0,SK2136,T24
4400,2024-12-01,19:30:00,20:46:00,27.18,84.0,AC9073,T2
4401,2025-01-14,11:30:00,13:20:00,34.89,,,T29
4402,2025-04-29,17:30:00,19:19:00,86.32,44.0,AM2109,T18
4403,2025-03-03,15:30:00,16:17:00,121.91,44.0,AM2109,T20
4404,2025-03-18,14:00:00,15:22:00,265.95,27.0,AI6847,T22
4405,2025-03-14,17:00:00,18:13:00,69.98,43.0,SQ9336,T4
4406,2025-01-22,16:30:00,18:22:00,356.62,8.0,AA2358,T30
4407,2024-12-31,19:30:00,20:11:00,87.26,,LH6321,T12
4408,2024-12-01,21:30:00,22:41:00,154.09,27.0,AI6847,T21
4409,2024-12-05,19:00:00,20:55:00,257.18,63.0,BA3445,T20
4410,2025-03-03,12:30:00,14:00:00,241.34,65.0,AF9744,T11
4411,2025-03-16,15:00:00,16:59:00,107.35,95.0,QR8922,T18
4412,2025-03-02,18:30:00,19:11:00,260.15,52.0,AI9507,T29
4413,2025-03-30,12:00:00,13:32:00,63.37,50.0,KE9893,T13
4414,2025-04-05,21:30:00,22:44:00,102.21,,TG7834,T22
4415,2025-02-25,15:00:00,16:06:00,124.48,20.0,BA8849,T25
4416,2024-12-29,17:00:00,18:42:00,22.26,26.0,NZ9915,T5
4417,2025-02-14,11:00:00,12:14:00,132.11,10.0,TG4764,T9
4418,2025-04-05,23:00:00,00:53:00,235.73,1.0,IB8996,T27
4419,2025-03-05,12:00:00,12:46:00,162.62,70.0,AM4035,T14
4420,2025-05-25,18:00:00,18:48:00,155.95,71.0,UA8685,T26
4421,2025-05-01,23:30:00,00:20:00,392.63,51.0,DL9163,T29
4422,2025-04-13,23:30:00,00:46:00,45.73,,,T10
4423,2024-12-16,16:30:00,17:43:00,252.77,92.0,KL6524,T14
4424,2025-01-27,12:30:00,13:03:00,84.87,,AA6867,T15
4425,2024-12-11,20:00:00,21:38:00,271.51,88.0,AA5870,T30
4426,2025-01-16,17:00:00,17:48:00,413.42,55.0,SK7967,T26
4427,2025-05-06,22:00:00,23:23:00,65.29,,QF9924,T18
4428,2025-04-27,18:30:00,19:48:00,159.03,2.0,KE8581,T21
4429,2025-01-21,14:30:00,16:25:00,130.11,70.0,AM4035,T10
4430,2025-01-25,18:30:00,19:06:00,230.87,69.0,QF3279,T20
4431,2025-05-24,23:00:00,00:58:00,119.64,65.0,AF9744,T8
4432,2024-12-26,19:00:00,20:40:00,168.38,91.0,SQ2999,T22
4433,2025-02-16,18:30:00,19:47:00,262.16,,KL6524,T26
4434,2024-12-12,20:00:00,21:33:00,207.59,36.0,UA6219,T22
4435,2025-02-02,20:00:00,20:32:00,244.47,,,T19
4436,2025-04-23,12:00:00,13:04:00,287.36,76.0,NH8896,T21
4437,2025-01-19,11:00:00,12:04:00,231.69,,,T25
4438,2025-05-08,16:00:00,16:51:00,45.59,10.0,TG4764,T8
4439,2025-03-02,15:30:00,16:14:00,300.38,4.0,NZ4614,T21
4440,2025-02-15,22:00:00,23:51:00,347.89,88.0,AA5870,T31
4441,2025-05-03,15:30:00,16:07:00,58.23,25.0,LH6321,T14
4442,2025-02-26,20:00:00,21:40:00,129.24,31.0,AF4268,T31
4443,2025-01-23,14:00:00,14:47:00,26.0,,,T31
4444,2025-01-03,22:30:00,23:50:00,113.19,86.0,AV3764,T25
4445,2025-01-26,12:30:00,14:22:00,126.58,70.0,AM4035,T17
