Order_ID;Date_day;Time_order;Time_checkout;Amount_price;Reservation_ID;Customer_ID;Table_ID
4734;07.04.2025;19:00:00;20:16:00;22,74;;UA6219;T16
4735;02.02.2025;19:30:00;20:25:00;243,31;290;TG6898;T23
4736;07.01.2025;14:30:00;15:10:00;109,86;;;T23
4737;05.01.2025;16:30:00;17:53:00;162,87;;KL6524;T16
4738;14.04.2025;17:00:00;18:17:00;167,81;110;QF9924;T13
4739;06.01.2025;12:30:00;13:38:00;282,77;400;DL4188;T31
4740;22.05.2025;11:00:00;12:42:00;60,99;;NZ6489;T30
4741;27.03.2025;21:00:00;21:54:00;78,23;;KE2015;T20
4742;26.02.2025;13:30:00;14:24:00;192;;AV3764;T26
4743;07.05.2025;11:00:00;11:32:00;367,02;;AC5771;T25
4744;05.12.2024;13:00:00;14:33:00;44,9;;;T24
4745;31.01.2025;23:00:00;00:38:00;117,9;700;AM4035;T8
4746;07.05.2025;19:00:00;19:59:00;89,25;;AI6847;T29
4747;24.01.2025;22:00:00;23:10:00;177,4;320;AA7149;T24
4748;30.12.2024;20:00:00;20:54:00;286,93;130;KE7499;T21
4749;17.02.2025;17:30:00;18:52:00;55,48;20;KE8581;T20
4750;21.12.2024;11:00:00;11:44:00;324,74;;;T18
4751;21.04.2025;14:30:00;15:26:00;189,15;780;DL9163;T23
4752;19.03.2025;16:00:00;16:46:00;302,13;10;IB8996;T29
4753;11.12.2024;23:30:00;01:23:00;164,06;;LH1606;T9
4754;09.02.2025;12:30:00;14:26:00;164,73;750;UA6565;T8
4755;30.05.2025;21:30:00;22:58:00;170,89;590;SQ6672;T20
4756;26.02.2025;12:00:00;12:50:00;67,04;;;T10
4757;28.01.2025;11:30:00;12:24:00;308,31;320;AA7149;T25
4758;03.03.2025;20:30:00;21:16:00;231,41;910;SQ2999;T18
4759;03.03.2025;18:30:00;19:53:00;66,68;;KL6936;T17
4760;10.03.2025;19:30:00;21:14:00;137,23;360;UA6219;T24
4761;03.05.2025;16:00:00;17:07:00;161,33;;KE8581;T25
4762;05.03.2025;18:00:00;19:14:00;207,01;850;UA5839;T18
4763;11.04.2025;17:30:00;19:30:00;165,83;170;NZ1569;T25
4764;27.03.2025;17:00:00;17:52:00;21,64;;SQ6672;T12
4765;09.05.2025;17:30:00;19:08:00;287,87;;;T18
4766;05.12.2024;14:00:00;15:07:00;342,78;690;QF3279;T20
4767;06.05.2025;17:00:00;18:01:00;154,29;;DL5835;T8
4768;10.02.2025;19:00:00;20:31:00;96,02;380;NZ4614;T8
4769;26.02.2025;23:00:00;00:04:00;230,35;100;TG4764;T11
4770;12.05.2025;21:30:00;23:25:00;327,51;80;AA2358;T28
4771;16.05.2025;21:30:00;22:22:00;156,74;750;UA6565;T10
4772;05.03.2025;20:00:00;20:58:00;192,13;920;KL6524;T9
4773;07.05.2025;17:30:00;18:13:00;174,52;580;AM7742;T23
4774;07.12.2024;11:00:00;11:59:00;63,32;;;T3
4775;29.03.2025;16:00:00;17:49:00;246,55;;;T22
4776;21.05.2025;13:00:00;14:17:00;187,12;160;KE6665;T16
4777;12.05.2025;14:00:00;15:16:00;164,69;160;KE6665;T14
4778;19.05.2025;21:00:00;22:33:00;49,14;680;ET1450;T16
4779;18.05.2025;20:30:00;21:03:00;218,67;960;SQ9484;T17
4780;14.02.2025;14:30:00;16:26:00;382,57;510;DL9163;T27
4781;21.03.2025;22:30:00;00:15:00;229,47;440;AM2109;T23
4782;30.01.2025;23:30:00;00:11:00;124,45;;QF3279;T27
4783;11.05.2025;17:30:00;18:03:00;45,52;840;AC9073;T3
4784;02.01.2025;19:00:00;20:32:00;168,23;;;T26
4785;16.03.2025;20:00:00;21:44:00;95,74;110;QF9924;T13
4786;22.02.2025;20:30:00;21:27:00;190,77;;EK3787;T27
4787;01.01.2025;23:00:00;00:58:00;254,93;390;SA3890;T29
4788;17.03.2025;15:30:00;17:26:00;253,45;600;IB5133;T20
4789;05.12.2024;12:30:00;13:57:00;147,43;400;DL4188;T27
4790;30.01.2025;20:30:00;21:52:00;49,01;;;T28
4791;19.02.2025;16:30:00;18:13:00;85,43;280;AM2109;T16
4792;08.03.2025;19:30:00;20:04:00;330,56;820;QR4584;T29
4793;02.02.2025;14:30:00;15:53:00;129,64;;;T16
4794;21.05.2025;21:00:00;23:00:00;168,12;300;KL6936;T15
4795;24.01.2025;22:00:00;23:19:00;179,45;340;SA8759;T17
4796;08.12.2024;14:00:00;14:56:00;334,2;510;DL9163;T31
4797;23.03.2025;17:30:00;18:31:00;151,46;830;NZ6489;T10
4798;03.12.2024;23:00:00;23:36:00;198;70;NH5222;T19
4799;16.02.2025;19:30:00;20:40:00;87,19;;NZ1569;T27
4800;08.03.2025;15:30:00;17:04:00;336,74;130;KE7499;T25
4801;29.04.2025;12:30:00;13:33:00;52,67;;;T13
4802;28.04.2025;18:00:00;19:25:00;153,26;560;WN5788;T19
4803;19.12.2024;11:30:00;12:18:00;181,92;920;KL6524;T17
4804;02.01.2025;13:30:00;14:55:00;190,71;580;AM7742;T25
4805;21.12.2024;20:00:00;20:40:00;182,31;790;QR5279;T12
4806;18.01.2025;19:00:00;19:40:00;181,72;900;SK3956;T28
4807;31.03.2025;14:00:00;15:28:00;142,09;50;QF4544;T16
4808;09.01.2025;17:00:00;18:24:00;268,9;1000;TG7094;T25
4809;17.03.2025;19:30:00;21:02:00;163,01;;AC9073;T13
4810;17.02.2025;14:00:00;15:46:00;28,57;;;T25
4811;20.03.2025;18:30:00;19:20:00;362,76;;;T28
4812;22.02.2025;20:00:00;21:14:00;277,5;720;AI1298;T20
4813;07.01.2025;22:30:00;00:16:00;140,99;;QR5977;T29
4814;24.04.2025;18:00:00;19:14:00;82,13;;AM8076;T29
4815;17.02.2025;19:30:00;20:42:00;278,64;590;SQ6672;T18
4816;13.03.2025;11:00:00;12:53:00;170,42;;AC9073;T22
4817;02.04.2025;12:00:00;13:09:00;72,9;100;TG4764;T14
4818;08.12.2024;12:00:00;13:55:00;324,94;;EK8568;T31
4819;25.05.2025;17:30:00;18:21:00;75,44;930;EK2255;T1
4820;22.02.2025;22:30:00;23:02:00;93,25;500;KE9893;T14
4821;27.02.2025;22:00:00;23:28:00;194,63;440;AM2109;T20
4822;04.04.2025;15:30:00;16:42:00;327,9;10;IB8996;T26
4823;01.04.2025;18:00:00;19:14:00;71,9;180;DL5835;T13
4824;13.01.2025;14:30:00;16:27:00;143,97;840;AC9073;T3
4825;06.01.2025;17:00:00;18:53:00;70,21;270;AI6847;T24
4826;26.04.2025;16:00:00;17:18:00;137,33;;;T30
4827;02.01.2025;22:00:00;23:07:00;267,55;;EK3787;T25
4828;21.04.2025;23:00:00;00:29:00;21,47;50;QF4544;T15
4829;25.02.2025;13:00:00;13:47:00;145,81;;;T21
4830;05.01.2025;13:30:00;14:48:00;299,81;270;AI6847;T24
4831;04.03.2025;13:30:00;14:12:00;56,01;790;QR5279;T12
4832;26.03.2025;18:30:00;19:42:00;53,3;;AM7742;T6
4833;10.01.2025;18:30:00;19:56:00;145,42;770;TG7834;T30
4834;10.01.2025;17:30:00;18:42:00;342,86;760;NH8896;T23
4835;31.12.2024;22:00:00;23:50:00;208,71;620;AM8076;T27
4836;17.03.2025;16:00:00;16:31:00;13,83;90;EK8568;T1
4837;13.04.2025;22:00:00;22:48:00;228,53;;;T26
4838;03.05.2025;19:00:00;20:14:00;119,4;;;T20
4839;19.04.2025;17:00:00;17:41:00;110,13;;;T29
4840;20.05.2025;17:30:00;18:47:00;144,35;;SA8416;T17
4841;16.04.2025;13:30:00;14:59:00;173,77;1000;TG7094;T21
4842;07.05.2025;11:00:00;11:34:00;371,28;520;AI9507;T26
4843;01.01.2025;19:00:00;19:33:00;35,4;;AM7742;T27
4844;21.03.2025;14:30:00;15:15:00;203,86;560;WN5788;T22
4845;24.03.2025;11:30:00;13:22:00;213,71;;;T11
4846;10.12.2024;18:30:00;19:02:00;113,15;560;WN5788;T25
4847;11.01.2025;12:00:00;13:21:00;131,19;;AZ1593;T23
4848;07.12.2024;11:00:00;12:48:00;241,41;520;AI9507;T31
4849;17.01.2025;16:00:00;17:51:00;307,15;700;AM4035;T12
4850;04.05.2025;14:00:00;15:52:00;164,15;950;QR8922;T21
4851;09.12.2024;22:30:00;23:15:00;147,14;;;T21
4852;13.12.2024;12:00:00;13:31:00;196,46;860;AV3764;T24
4853;09.05.2025;18:00:00;19:37:00;308,93;1000;TG7094;T25
4854;12.01.2025;17:00:00;17:51:00;21,29;430;SQ9336;T3
4855;31.12.2024;16:30:00;17:00:00;40,28;;KE8581;T11
4856;04.12.2024;14:30:00;16:15:00;290,48;;EK8568;T25
4857;25.05.2025;13:30:00;15:02:00;48,2;330;QR5977;T8
4858;19.05.2025;18:00:00;18:36:00;436,86;230;AA6867;T26
4859;09.04.2025;14:30:00;15:09:00;90,09;580;AM7742;T22
4860;28.02.2025;14:30:00;16:26:00;39,08;;KL6524;T10
4861;30.03.2025;12:30:00;13:22:00;284,42;580;AM7742;T24
4862;07.02.2025;18:00:00;18:46:00;259,21;590;SQ6672;T24
4863;12.05.2025;18:30:00;19:47:00;104,7;210;SQ2917;T10
4864;12.01.2025;17:00:00;18:38:00;521,36;610;SK2434;T30
4865;12.12.2024;12:00:00;13:04:00;257,54;660;AC7816;T18
4866;02.12.2024;15:00:00;16:01:00;390,67;10;IB8996;T28
4867;16.05.2025;13:00:00;13:55:00;234,48;550;SK7967;T26
4868;12.12.2024;12:30:00;13:15:00;143,82;;AI1298;T29
4869;15.12.2024;13:00:00;13:43:00;150,23;560;WN5788;T18
4870;22.05.2025;21:30:00;23:29:00;175,96;120;SA8416;T8
4871;21.05.2025;17:00:00;18:17:00;344,72;;;T29
4872;21.03.2025;14:00:00;14:44:00;151,65;510;DL9163;T31
4873;29.12.2024;18:00:00;19:28:00;124,05;920;KL6524;T10
4874;25.04.2025;15:30:00;16:21:00;96,69;530;TG3912;T2
4875;22.03.2025;23:00:00;01:00:00;195,08;990;QF9924;T26
4876;15.02.2025;19:00:00;20:12:00;44,88;530;TG3912;T2
4877;20.05.2025;13:00:00;14:14:00;168,23;630;BA3445;T22
4878;30.03.2025;22:00:00;23:18:00;194,9;;KE6665;T19
4879;26.04.2025;23:30:00;01:06:00;249,55;760;NH8896;T23
4880;08.05.2025;12:30:00;14:22:00;377,1;940;EK2258;T26
4881;16.01.2025;23:00:00;23:31:00;177,53;290;TG6898;T22
4882;11.04.2025;23:00:00;00:59:00;169,04;580;AM7742;T23
4883;23.04.2025;17:30:00;19:04:00;90,94;;;T20
4884;26.05.2025;21:00:00;21:32:00;69,03;680;ET1450;T12
4885;16.03.2025;18:30:00;20:07:00;211,62;900;SK3956;T30
4886;27.04.2025;11:00:00;12:37:00;378,36;;NZ4614;T27
4887;14.01.2025;20:30:00;21:00:00;85,95;;AM7742;T23
4888;21.04.2025;12:00:00;12:36:00;131,58;360;UA6219;T18
4889;31.01.2025;16:30:00;17:40:00;7,76;;AC7816;T31
4890;30.01.2025;16:00:00;17:19:00;85,98;;;T22
4891;13.04.2025;12:30:00;13:12:00;239,8;340;SA8759;T15
4892;03.01.2025;18:00:00;19:28:00;136,64;;;T29
4893;27.01.2025;20:30:00;21:27:00;266,4;70;NH5222;T25
4894;04.01.2025;22:00:00;23:48:00;199,07;150;BA1583;T28
4895;30.03.2025;12:00:00;13:40:00;109,24;860;AV3764;T18
4896;26.04.2025;11:30:00;12:04:00;326,41;;;T25
4897;13.02.2025;18:30:00;19:17:00;336,17;900;SK3956;T27
4898;28.02.2025;12:00:00;13:38:00;45,62;;;T31
4899;01.04.2025;22:00:00;22:57:00;96,41;140;EK7825;T6
4900;17.02.2025;12:00:00;12:57:00;420,84;10;IB8996;T30
4901;29.01.2025;14:00:00;14:59:00;65,36;;NZ8627;T22
4902;09.12.2024;21:30:00;23:13:00;197,05;;IB8118;T24
4903;20.03.2025;22:30:00;23:08:00;137,96;;AA6867;T26
4904;01.03.2025;19:00:00;19:57:00;279,63;220;IB4367;T27
4905;27.01.2025;17:00:00;17:49:00;168,48;1000;TG7094;T24
4906;28.03.2025;13:00:00;13:41:00;107,29;570;NZ4633;T18
4907;04.02.2025;22:00:00;23:47:00;134,29;350;AA9509;T15
4908;17.12.2024;19:30:00;21:00:00;52,77;;;T6
4909;22.01.2025;23:30:00;00:14:00;31,88;;;T30
4910;09.03.2025;13:00:00;15:00:00;35,17;;NZ1569;T16
4911;27.04.2025;19:30:00;21:30:00;446,53;190;WN7777;T26
4912;11.04.2025;12:00:00;13:37:00;353,9;230;AA6867;T28
4913;08.03.2025;23:30:00;01:16:00;189,33;;NZ4614;T15
4914;17.12.2024;18:30:00;19:15:00;106,09;790;QR5279;T12
4915;17.01.2025;12:00:00;12:55:00;117,64;;AA6867;T12
4916;27.12.2024;20:30:00;21:56:00;90,17;410;AC5771;T24
4917;28.12.2024;16:30:00;18:25:00;175,58;690;QF3279;T19
4918;04.04.2025;14:00:00;14:53:00;202,07;350;AA9509;T9
4919;22.01.2025;20:00:00;21:15:00;116,11;;;T19
4920;13.12.2024;12:00:00;13:09:00;105,28;360;UA6219;T22
4921;14.12.2024;13:00:00;14:57:00;176,71;140;EK7825;T7
4922;15.03.2025;11:00:00;12:08:00;57,98;;BA8849;T14
4923;20.12.2024;18:30:00;20:23:00;179,65;850;UA5839;T25
4924;02.04.2025;22:30:00;23:41:00;47,74;;QR8922;T18
4925;15.01.2025;18:00:00;19:40:00;77,42;;;T24
4926;19.03.2025;22:30:00;00:28:00;232,23;20;KE8581;T25
4927;13.01.2025;23:00:00;00:56:00;101,85;680;ET1450;T11
4928;18.04.2025;18:30:00;19:15:00;177,42;250;LH6321;T9
4929;23.01.2025;16:00:00;17:59:00;50,59;;;T25
4930;19.04.2025;13:00:00;14:11:00;205,86;910;SQ2999;T24
4931;18.04.2025;19:00:00;20:17:00;148,58;130;KE7499;T20
4932;06.05.2025;20:00:00;21:01:00;71,05;790;QR5279;T12
4933;08.01.2025;18:30:00;19:42:00;88,51;430;SQ9336;T6
4934;12.04.2025;18:00:00;19:37:00;100,94;800;KL7528;T9
4935;17.05.2025;13:00:00;14:47:00;102,17;330;QR5977;T11
4936;08.05.2025;12:30:00;13:26:00;18,4;;;T16
4937;16.01.2025;11:30:00;13:07:00;71;;;T8
4938;23.04.2025;23:30:00;00:36:00;168,99;160;KE6665;T15
4939;05.05.2025;16:00:00;17:01:00;329,77;570;NZ4633;T20
4940;28.03.2025;15:00:00;16:14:00;422,34;520;AI9507;T26
4941;30.03.2025;15:30:00;17:03:00;83,25;950;QR8922;T21
4942;08.02.2025;15:30:00;17:01:00;20,96;;;T2
4943;25.04.2025;20:30:00;21:40:00;242,02;440;AM2109;T19
4944;11.01.2025;17:00:00;18:06:00;185,82;180;DL5835;T15
4945;22.02.2025;23:30:00;00:07:00;81,36;250;LH6321;T8
4946;01.04.2025;23:30:00;00:05:00;170,26;;EK3787;T31
4947;13.03.2025;18:30:00;20:18:00;148,96;300;KL6936;T13
4948;17.03.2025;15:00:00;16:48:00;177,44;100;TG4764;T17
4949;27.04.2025;13:00:00;14:13:00;118,62;450;SK2136;T24
4950;03.04.2025;17:30:00;19:18:00;87,54;;;T16
4951;21.03.2025;17:00:00;18:09:00;256,59;20;KE8581;T18
4952;29.03.2025;11:00:00;12:18:00;74,73;330;QR5977;T13
4953;26.03.2025;16:30:00;17:32:00;8;;EK3787;T8
4954;15.03.2025;11:00:00;12:11:00;305,67;660;AC7816;T20
4955;10.03.2025;14:00:00;15:49:00;44,69;140;EK7825;T4
4956;26.02.2025;18:00:00;19:46:00;87,39;730;UA6588;T18
4957;19.04.2025;19:00:00;19:54:00;125,34;280;AM2109;T14
4958;29.01.2025;17:00:00;18:55:00;80,38;830;NZ6489;T16
4959;15.05.2025;12:00:00;13:53:00;39,81;;SQ5766;T20
4960;30.04.2025;14:00:00;15:44:00;73,88;120;SA8416;T12
4961;28.03.2025;23:30:00;00:44:00;460,36;190;WN7777;T31
4962;18.01.2025;15:00:00;15:37:00;213,58;910;SQ2999;T23
4963;29.03.2025;11:00:00;12:55:00;370,43;610;SK2434;T26
4964;28.04.2025;15:30:00;16:43:00;296,72;570;NZ4633;T21
4965;12.05.2025;21:30:00;22:17:00;241,49;420;AZ1593;T9
4966;27.12.2024;12:00:00;12:53:00;20,1;530;TG3912;T2
4967;01.04.2025;17:30:00;18:51:00;18,3;;;T2
4968;28.01.2025;11:00:00;13:00:00;102,75;;AF4268;T19
4969;04.03.2025;20:30:00;21:47:00;112,39;540;LH1606;T13
4970;02.02.2025;19:30:00;21:16:00;126,73;;UA1158;T27
4971;14.03.2025;19:30:00;20:01:00;86,27;410;AC5771;T18
4972;14.12.2024;15:00:00;16:32:00;121,55;100;TG4764;T9
4973;30.01.2025;19:30:00;20:45:00;101,35;;AA2358;T13
4974;06.04.2025;22:30:00;00:05:00;408,2;880;AA5870;T29
4975;16.12.2024;13:00:00;14:22:00;213,75;290;TG6898;T23
4976;15.03.2025;13:30:00;15:19:00;357,18;1000;TG7094;T22
4977;10.12.2024;15:30:00;17:14:00;287,36;230;AA6867;T30
4978;24.01.2025;13:00:00;14:53:00;313,75;1000;TG7094;T21
4979;08.01.2025;21:30:00;22:47:00;132,64;850;UA5839;T20
4980;28.01.2025;21:00:00;22:50:00;198,34;;EK7825;T28
4981;24.12.2024;21:30:00;22:46:00;144,73;110;QF9924;T8
4982;09.12.2024;23:00:00;00:31:00;214;910;SQ2999;T19
4983;15.05.2025;20:30:00;21:03:00;133,22;560;WN5788;T21
4984;11.03.2025;17:00:00;18:10:00;122,73;;;T14
4985;14.02.2025;18:00:00;19:41:00;385,65;10;IB8996;T29
4986;20.12.2024;20:30:00;21:33:00;225,82;730;UA6588;T18
4987;19.03.2025;20:00:00;21:20:00;237,82;480;IB7458;T16
4988;03.04.2025;21:00:00;21:31:00;29,23;;;T9
4989;06.05.2025;17:00:00;17:30:00;112,59;;;T27
4990;24.02.2025;17:30:00;18:48:00;82;;;T23
4991;20.02.2025;21:00:00;22:11:00;76,96;120;SA8416;T14
4992;30.03.2025;18:00:00;19:02:00;250,97;100;TG4764;T15
4993;17.04.2025;19:00:00;20:58:00;188,71;;;T10
4994;21.04.2025;23:00:00;23:46:00;165,79;60;LA3959;T9
4995;23.12.2024;13:30:00;15:24:00;296,57;670;EK3787;T22
4996;02.04.2025;18:00:00;18:38:00;77,51;;AF4268;T18
4997;21.02.2025;11:30:00;13:22:00;101,35;540;LH1606;T15
4998;09.02.2025;23:00:00;23:39:00;106,8;820;QR4584;T27
4999;13.12.2024;21:00:00;22:02:00;271,35;;;T26
5000;06.12.2024;17:30:00;18:43:00;240,48;110;QF9924;T15
5001;23.03.2025;19:00:00;20:45:00;54,29;;EK3787;T7
5002;16.03.2025;15:30:00;17:17:00;417,22;970;AA3291;T26
5003;29.12.2024;21:00:00;22:12:00;155,75;;;T17
5004;31.12.2024;11:30:00;13:30:00;201,77;;BA8849;T20
5005;27.05.2025;17:30:00;19:09:00;99,93;;;T13
5006;09.12.2024;12:00:00;13:27:00;21,53;;;T30
5007;18.12.2024;16:00:00;16:56:00;289,59;440;AM2109;T21
5008;26.02.2025;23:30:00;00:25:00;280,85;;TG7094;T31
5009;08.04.2025;22:00:00;23:01:00;227,4;;SK3956;T23
5010;26.04.2025;18:30:00;19:43:00;61,59;380;NZ4614;T12
5011;21.02.2025;17:30:00;19:09:00;122,12;380;NZ4614;T16
5012;12.04.2025;15:00:00;16:04:00;144,15;390;SA3890;T29
5013;28.05.2025;19:30:00;20:47:00;48,21;;;T25
5014;16.05.2025;12:30:00;13:25:00;150,97;130;KE7499;T24
5015;31.01.2025;21:00:00;22:59:00;352,81;970;AA3291;T26
5016;19.02.2025;22:30:00;23:24:00;265,61;;QF4544;T19
5017;06.12.2024;14:00:00;15:46:00;228,88;60;LA3959;T15
5018;04.12.2024;20:00:00;21:37:00;359,96;440;AM2109;T23
5019;06.04.2025;15:30:00;16:28:00;321,07;200;BA8849;T20
5020;16.03.2025;12:00:00;13:57:00;270,86;20;KE8581;T21
5021;02.01.2025;12:30:00;13:25:00;293,4;820;QR4584;T29
5022;03.04.2025;19:00:00;19:30:00;78,88;;;T17
5023;07.02.2025;12:00:00;13:41:00;260,08;20;KE8581;T18
5024;25.12.2024;15:00:00;15:44:00;54,09;50;QF4544;T10
5025;17.05.2025;14:00:00;15:56:00;284,66;400;DL4188;T28
5026;17.12.2024;15:00:00;16:09:00;453,01;820;QR4584;T27
5027;02.03.2025;13:30:00;15:29:00;181,1;690;QF3279;T18
5028;16.12.2024;11:00:00;12:25:00;45,27;;;T16
5029;12.04.2025;20:00:00;21:25:00;81,47;950;QR8922;T18
5030;02.05.2025;19:30:00;20:21:00;106,95;;;T15
5031;14.01.2025;23:00:00;00:59:00;210,98;20;KE8581;T18
5032;24.03.2025;18:00:00;18:48:00;174,18;450;SK2136;T25
5033;15.02.2025;23:00:00;00:29:00;29,19;350;AA9509;T13
5034;17.05.2025;19:00:00;19:38:00;255,63;350;AA9509;T12
5035;19.04.2025;15:00:00;16:19:00;175,62;650;AF9744;T11
5036;18.02.2025;16:00:00;16:37:00;183,85;170;NZ1569;T25
5037;22.04.2025;21:30:00;22:28:00;195,41;410;AC5771;T24
5038;03.12.2024;13:00:00;13:57:00;118,76;;;T21
5039;14.02.2025;21:30:00;22:34:00;165,83;980;AA9509;T27
5040;23.05.2025;19:30:00;20:56:00;271,46;320;AA7149;T18
5041;07.12.2024;17:00:00;17:58:00;67,82;870;NZ8627;T20
5042;02.04.2025;20:30:00;22:09:00;76,18;;SA3890;T20
5043;29.04.2025;12:30:00;14:05:00;116,39;;SQ6672;T15
5044;16.02.2025;13:00:00;13:55:00;161,71;50;QF4544;T16
5045;06.03.2025;17:30:00;19:28:00;244,68;40;NZ4614;T21
5046;18.05.2025;11:00:00;12:03:00;21,07;;IB8118;T12
5047;17.04.2025;15:30:00;17:12:00;286,64;690;QF3279;T21
5048;22.05.2025;17:00:00;18:59:00;241,94;690;QF3279;T21
5049;10.03.2025;11:30:00;12:56:00;110,84;210;SQ2917;T9
5050;09.12.2024;16:00:00;16:58:00;83,37;;SQ5766;T30
5051;03.05.2025;12:00:00;13:18:00;64,93;790;QR5279;T13
5052;14.05.2025;23:30:00;01:27:00;125,16;;NZ4614;T12
5053;02.05.2025;17:30:00;18:55:00;107,63;290;TG6898;T24
5054;28.03.2025;21:00:00;22:40:00;47,01;340;SA8759;T14
5055;03.03.2025;13:30:00;14:47:00;116,32;600;IB5133;T20
5056;22.05.2025;17:00:00;18:46:00;17,8;;UA1158;T27
5057;16.04.2025;21:00:00;22:53:00;181,51;;AA6867;T29
5058;27.04.2025;13:30:00;14:48:00;282,31;490;KE2015;T29
5059;13.02.2025;14:00:00;15:08:00;213,21;80;AA2358;T28
5060;13.12.2024;21:00:00;22:20:00;61,53;350;AA9509;T16
5061;07.12.2024;12:00:00;12:49:00;285,34;440;AM2109;T21
5062;14.12.2024;17:00:00;18:32:00;202,65;800;KL7528;T11
5063;29.12.2024;12:30:00;13:26:00;183,54;250;LH6321;T10
5064;18.03.2025;12:00:00;12:31:00;158,79;;;T30
5065;29.01.2025;23:00:00;00:31:00;56,26;380;NZ4614;T9
5066;17.01.2025;23:00:00;00:19:00;150,42;330;QR5977;T11
5067;17.12.2024;15:00:00;16:08:00;36,72;60;LA3959;T11
5068;08.12.2024;15:30:00;17:01:00;377,91;310;AF4268;T27
5069;11.01.2025;17:00:00;17:40:00;35,38;960;SQ9484;T13
5070;06.02.2025;18:30:00;19:19:00;333,23;40;NZ4614;T23
5071;12.12.2024;23:30:00;00:44:00;214,35;810;AA9509;T16
5072;30.04.2025;14:00:00;15:50:00;51,33;750;UA6565;T8
5073;03.12.2024;13:00:00;13:50:00;175,69;560;WN5788;T19
5074;09.04.2025;16:00:00;16:50:00;208,85;990;QF9924;T29
5075;04.03.2025;11:30:00;12:12:00;29,94;300;KL6936;T15
5076;21.04.2025;18:00:00;19:57:00;391,24;520;AI9507;T27
5077;04.01.2025;18:00:00;19:33:00;131,37;350;AA9509;T17
5078;05.05.2025;19:30:00;21:04:00;123,22;460;BA2226;T19
5079;31.03.2025;21:30:00;22:33:00;44,66;;TG7094;T5
5080;08.02.2025;19:30:00;21:18:00;60,49;140;EK7825;T2
5081;10.05.2025;13:30:00;14:01:00;180,69;880;AA5870;T26
5082;11.04.2025;20:00:00;21:32:00;215,51;870;NZ8627;T18
5083;27.04.2025;11:00:00;12:53:00;134,58;870;NZ8627;T18
5084;13.01.2025;13:30:00;14:45:00;267,17;240;TG5589;T25
5085;08.01.2025;22:30:00;23:31:00;123,56;180;DL5835;T16
5086;13.05.2025;23:00:00;00:08:00;54,77;810;AA9509;T8
5087;15.01.2025;18:30:00;19:44:00;96,89;640;UA1158;T18
5088;23.02.2025;18:00:00;18:31:00;133,99;;;T31
5089;21.03.2025;19:30:00;20:45:00;124,19;210;SQ2917;T14
5090;08.03.2025;23:30:00;00:28:00;90,81;680;ET1450;T17
5091;09.04.2025;15:00:00;16:29:00;154,28;;;T16
5092;10.12.2024;20:00:00;20:52:00;17,13;;;T16
5093;16.01.2025;12:30:00;13:42:00;230,88;860;AV3764;T20
5094;31.12.2024;14:30:00;15:35:00;76,11;270;AI6847;T24
5095;05.01.2025;15:00:00;16:53:00;77,21;140;EK7825;T1
5096;15.12.2024;14:30:00;16:02:00;420,06;310;AF4268;T29
5097;20.05.2025;16:00:00;16:38:00;37,15;;AA6867;T14
5098;09.03.2025;11:30:00;12:04:00;155,26;580;AM7742;T23
5099;18.04.2025;23:00:00;00:39:00;63;800;KL7528;T9
5100;23.12.2024;13:00:00;13:34:00;205,57;770;TG7834;T31
5101;26.03.2025;12:00:00;13:50:00;406,1;440;AM2109;T23
5102;07.01.2025;11:00:00;12:30:00;22,61;750;UA6565;T8
5103;21.12.2024;17:00:00;18:29:00;244,77;350;AA9509;T8
5104;04.02.2025;15:30:00;17:05:00;360,25;900;SK3956;T27
5105;25.12.2024;22:30:00;00:07:00;171,79;680;ET1450;T17
5106;01.12.2024;23:30:00;00:45:00;56,01;660;AC7816;T24
5107;06.12.2024;20:00:00;21:06:00;248,96;230;AA6867;T26
5108;11.05.2025;23:00:00;00:55:00;88,63;220;IB4367;T31
5109;13.12.2024;15:00:00;16:55:00;158,04;690;QF3279;T19
5110;09.02.2025;22:30:00;23:17:00;70,04;;LH1606;T5
5111;07.12.2024;14:30:00;15:19:00;260,18;;QR4584;T28
5112;29.05.2025;23:00:00;00:34:00;274,91;480;IB7458;T16
5113;28.01.2025;15:30:00;17:00:00;95,5;;;T11
5114;27.05.2025;12:30:00;14:09:00;99,73;460;BA2226;T24
5115;16.03.2025;12:30:00;13:18:00;455,76;620;AM8076;T27
5116;11.02.2025;19:00:00;20:57:00;267,4;600;IB5133;T20
5117;11.02.2025;22:30:00;23:46:00;422,8;490;KE2015;T31
5118;03.03.2025;23:30:00;00:32:00;331;1000;TG7094;T20
5119;11.12.2024;14:30:00;15:21:00;215,2;280;AM2109;T8
5120;23.04.2025;11:30:00;12:03:00;120,15;;;T20
5121;15.12.2024;22:00:00;23:00:00;167,8;470;AV2754;T22
5122;19.05.2025;20:00:00;20:32:00;36,57;;AC9073;T21
5123;12.04.2025;17:00:00;17:38:00;159,93;570;NZ4633;T20
5124;04.01.2025;19:00:00;19:51:00;218,02;660;AC7816;T19
5125;14.12.2024;17:30:00;18:40:00;78,4;210;SQ2917;T10
5126;03.05.2025;12:30:00;13:56:00;117,01;660;AC7816;T25
5127;11.05.2025;12:00:00;13:08:00;167,67;;;T25
5128;29.01.2025;16:30:00;17:59:00;154,59;870;NZ8627;T21
5129;09.01.2025;20:30:00;22:07:00;342,29;560;WN5788;T19
